kepid,tce_plnt_num,pred_score,pred_class,norm_kepid
007303253,01,1.000,1,100001645
007303287,01,1.000,1,100001645
007304385,01,0.000,0,100001645
007304393,01,0.000,0,100001645
007304449,01,0.999,1,100001645
007335514,01,0.997,1,100001645
007335713,01,0.000,0,100001645
007336754,01,0.000,0,100001645
007337049,01,0.000,0,100001645
007337953,01,0.000,0,100001645
007338125,01,0.000,0,100001645
007339343,01,0.000,0,100001645
007339348,01,0.000,0,100001645
007340082,01,0.000,0,100001645
007340624,01,0.030,0,100001645
007341467,01,0.000,0,100001645
007344999,01,0.000,0,100001645
007345363,01,0.000,0,100001645
007346436,01,0.000,0,100001645
007347246,01,0.941,1,100001645
007347292,01,0.000,0,100001645
007347797,01,0.000,0,100001645
007348667,01,0.000,0,100001645
007348863,01,0.000,0,100001645
007350038,01,0.000,0,100001645
007350067,01,1.000,1,100001645
007350496,01,0.000,0,100001645
007351012,01,0.000,0,100001645
007351428,01,0.000,0,100001645
007351433,01,0.000,0,100001645
007352016,01,0.000,0,100001645
007352158,01,0.000,0,100001645
007352425,01,0.000,0,100001645
007352727,01,0.007,0,100001645
007352776,01,0.000,0,100001645
007353970,01,0.000,0,100001645
007354213,01,0.000,0,100001645
007357531,01,0.000,0,100001645
007362301,01,0.000,0,100001645
007362355,01,0.000,0,100001645
007362364,01,0.000,0,100001645
007362391,01,0.000,0,100001645
007362420,01,0.000,0,100001645
007362434,01,0.000,0,100001645
007362450,01,0.000,0,100001645
007362501,01,0.000,0,100001645
007362573,01,0.000,0,100001645
007362579,01,0.000,0,100001645
007362587,01,0.000,0,100001645
007362592,01,0.000,0,100001645
007362628,01,0.000,0,100001645
007362631,01,0.000,0,100001645
007362632,01,0.000,0,100001645
007362695,01,0.000,0,100001645
007362696,01,0.000,0,100001645
007362852,01,0.000,0,100001645
007363405,01,0.000,0,100001645
007363422,01,0.000,0,100001645
007363684,01,0.000,0,100001645
007363829,01,0.000,0,100001645
007363962,01,0.000,0,100001645
007364176,01,1.000,1,100001645
007364706,01,0.000,0,100001645
007364845,01,0.000,0,100001645
007364923,01,0.000,0,100001645
007365447,01,0.000,0,100001645
007365528,01,0.000,0,100001645
007365529,01,0.000,0,100001645
007365544,01,0.000,0,100001645
007365552,01,0.000,0,100001645
007365895,01,0.000,0,100001645
007366036,01,0.000,0,100001645
007366258,01,0.983,1,100001645
007366501,01,0.802,1,100001645
007366895,01,0.000,0,100001645
007367164,01,0.825,1,100001645
007367431,01,0.000,0,100001645
007367559,01,0.000,0,100001645
007368103,01,0.000,0,100001645
007368137,01,0.000,0,100001645
007368295,01,0.000,0,100001645
007368590,01,0.000,0,100001645
007368621,01,0.000,0,100001645
007368664,01,1.000,1,100001645
007368960,01,0.000,0,100001645
007368999,01,0.000,0,100001645
007369224,01,0.000,0,100001645
007369349,01,0.000,0,100001645
007369523,01,0.000,0,100001645
007369865,01,0.000,0,100001645
007373255,01,0.000,0,100001645
007373451,01,1.000,1,100001645
007373687,01,0.000,0,100001645
007373877,01,0.000,0,100001645
007374160,01,0.000,0,100001645
007374746,01,0.000,0,100001645
007375348,01,1.000,1,100001645
007375795,01,0.490,0,100001645
007375997,01,0.000,0,100001645
007376490,01,0.000,0,100001645
007376500,01,0.000,0,100001645
007376982,01,0.000,0,100001645
007376983,01,1.000,1,100001645
007377033,01,0.000,0,100001645
007377200,01,0.000,0,100001645
007377343,01,1.000,1,100001645
007377422,01,0.000,0,100001645
007377489,01,0.000,0,100001645
007377660,01,0.000,0,100001645
007377946,01,0.000,0,100001645
007378020,01,0.000,0,100001645
007379385,01,0.000,0,100001645
007379583,01,0.000,0,100001645
007379646,01,0.000,0,100001645
007380537,01,0.997,1,100001645
007380829,01,0.000,0,100001645
007381695,01,0.086,0,100001645
007381977,01,0.000,0,100001645
007382099,01,0.000,0,100001645
007382263,01,0.000,0,100001645
007382313,01,0.975,1,100001645
007383227,01,0.000,0,100001645
007383764,01,0.000,0,100001645
007383840,01,0.000,0,100001645
007384460,01,0.000,0,100001645
007384508,01,0.000,0,100001645
007384711,01,0.000,0,100001645
007385387,01,0.000,0,100001645
007385478,01,0.000,0,100001645
007385500,01,0.000,0,100001645
007385509,01,0.000,0,100001645
007386391,01,0.090,0,100001645
007386431,01,0.000,0,100001645
007386827,01,1.000,1,100001645
007387226,01,0.000,0,100001645
007416306,01,0.086,0,100001645
007417813,01,0.000,0,100001645
007418173,01,0.000,0,100001645
007418507,01,0.000,0,100001645
007418766,01,0.000,0,100001645
007419157,01,0.000,0,100001645
007419318,01,1.000,1,100001645
007420017,01,0.009,0,100001645
007420545,01,0.000,0,100001645
007421876,01,0.000,0,100001645
007422811,01,0.000,0,100001645
007422855,01,0.000,0,100001645
007422883,01,0.000,0,100001645
007426877,01,0.000,0,100001645
007427764,01,1.000,1,100001645
007427780,01,0.000,0,100001645
007428316,01,0.000,0,100001645
007428469,01,0.000,0,100001645
007428489,01,0.000,0,100001645
007428736,01,0.993,1,100001645
007429240,01,1.000,1,100001645
007429287,01,0.047,0,100001645
007429392,01,0.000,0,100001645
007429808,01,0.000,0,100001645
007430034,01,0.999,1,100001645
007430713,01,0.000,0,100001645
007430757,01,0.000,0,100001645
007430876,01,0.000,0,100001645
007431659,01,0.000,0,100001645
007431665,01,0.035,0,100001645
007431709,01,0.000,0,100001645
007431838,01,0.000,0,100001645
007431887,01,0.000,0,100001645
007432354,01,0.000,0,100001645
007432476,01,0.000,0,100001645
007432548,01,0.000,0,100001645
007433177,01,0.000,0,100001645
007433279,01,0.000,0,100001645
007433457,01,0.000,0,100001645
007433585,01,0.000,0,100001645
007434110,01,0.000,0,100001645
007434273,01,0.000,0,100001645
007434470,01,0.000,0,100001645
007434875,01,1.000,1,100001645
007435286,01,0.000,0,100001645
007435780,01,0.000,0,100001645
007436177,01,0.000,0,100001645
007439240,01,0.000,0,100001645
007439316,01,1.000,1,100001645
007440062,01,0.000,0,100001645
007440748,01,1.000,1,100001645
007445098,01,0.000,0,100001645
007445445,01,1.000,1,100001645
007445605,01,0.000,0,100001645
007445732,01,0.000,0,100001645
007446357,01,0.000,0,100001645
007446631,01,1.000,1,100001645
007446835,01,0.000,0,100001645
007447200,01,0.378,1,100001645
007447895,01,1.000,1,100001645
007448023,01,0.000,0,100001645
007448050,01,0.000,0,100001645
007448051,01,0.000,0,100001645
007448057,01,0.000,0,100001645
007448573,01,0.000,0,100001645
007449136,01,1.000,1,100001645
007449541,01,1.000,1,100001645
007449554,01,0.999,1,100001645
007449695,01,0.000,0,100001645
007449844,01,0.000,0,100001645
007449976,01,0.000,0,100001645
007450284,01,0.000,0,100001645
007450360,01,0.000,0,100001645
007450443,01,0.000,0,100001645
007450747,01,0.951,1,100001645
007451315,01,0.231,0,100001645
007451399,01,0.000,0,100001645
007451886,01,0.000,0,100001645
007454979,01,0.000,0,100001645
007454983,01,0.000,0,100001645
007454990,01,0.000,0,100001645
007455163,01,0.000,0,100001645
007455287,01,1.000,1,100001645
007455553,01,0.000,0,100001645
007455624,01,0.000,0,100001645
007455981,01,0.941,1,100001645
007456001,01,1.000,1,100001645
007456230,01,0.000,0,100001645
007456441,01,0.000,0,100001645
007456455,01,0.000,0,100001645
007456460,01,0.000,0,100001645
007456521,01,0.000,0,100001645
007457278,01,0.000,0,100001645
007457296,01,1.000,1,100001645
007457355,01,0.000,0,100001645
007458050,01,0.000,0,100001645
007458309,01,0.000,0,100001645
007458355,01,0.000,0,100001645
007458433,01,0.000,0,100001645
007458697,01,0.000,0,100001645
007458762,01,1.000,1,100001645
007458904,01,0.000,0,100001645
007459173,01,0.000,0,100001645
007459411,01,0.000,0,100001645
007460709,01,0.000,0,100001645
007461212,01,0.000,0,100001645
007461307,01,0.000,0,100001645
007461314,01,0.000,0,100001645
007461354,01,0.000,0,100001645
007461375,01,0.000,0,100001645
007461382,01,0.000,0,100001645
007461436,01,0.000,0,100001645
007461521,01,1.000,1,100001645
007461607,01,0.000,0,100001645
007461963,01,0.000,0,100001645
007463044,01,0.000,0,100001645
007463623,01,0.000,0,100001645
007463685,01,0.998,1,100001645
007463750,01,0.000,0,100001645
007464205,01,0.000,0,100001645
007464220,01,0.000,0,100001645
007464361,01,0.000,0,100001645
007464417,01,0.000,0,100001645
007464520,01,0.000,0,100001645
007465054,01,0.000,0,100001645
007465258,01,0.000,0,100001645
007465605,01,0.000,0,100001645
007465661,01,0.000,0,100001645
007466053,01,0.000,0,100001645
007466270,01,0.782,1,100001645
007466832,01,0.000,0,100001645
007466863,01,0.000,0,100001645
007467185,01,0.000,0,100001645
007467518,01,0.000,0,100001645
007467539,01,0.000,0,100001645
007468318,01,0.000,0,100001645
007470082,01,0.000,0,100001645
007470491,01,0.000,0,100001645
007499398,01,1.000,1,100001645
007499407,01,0.000,0,100001645
007501194,01,0.000,0,100001645
007501259,01,0.000,0,100001645
007501646,01,1.000,1,100001645
007502065,01,0.000,0,100001645
007502559,01,0.000,0,100001645
007502608,01,0.000,0,100001645
007503885,01,1.000,1,100001645
007504239,01,0.000,0,100001645
007504328,01,0.933,1,100001645
007504778,01,1.000,1,100001645
007505345,01,0.000,0,100001645
007505644,01,0.000,0,100001645
007505674,01,0.000,0,100001645
007506027,01,0.000,0,100001645
007509281,01,0.000,0,100001645
007509496,01,0.000,0,100001645
007509789,01,0.000,0,100001645
007509806,01,0.005,0,100001645
007509886,01,1.000,1,100001645
007510820,01,0.979,1,100001645
007511416,01,0.000,0,100001645
007511864,01,0.002,0,100001645
007511994,01,0.000,0,100001645
007512130,01,0.000,0,100001645
007512982,01,1.000,1,100001645
007513516,01,0.000,0,100001645
007513529,01,0.000,0,100001645
007514582,01,0.000,0,100001645
007515103,01,0.033,0,100001645
007515212,01,0.995,1,100001645
007515308,01,0.000,0,100001645
007515336,01,0.995,1,100001645
007515670,01,0.006,0,100001645
007515679,01,0.000,0,100001645
007515762,01,0.951,1,100001645
007516073,01,0.000,0,100001645
007516354,01,0.000,0,100001645
007516379,01,0.000,0,100001645
007516474,01,0.000,0,100001645
007516781,01,0.000,0,100001645
007516809,01,0.000,0,100001645
007517261,01,0.997,1,100001645
007517305,01,0.000,0,100001645
007518797,01,0.000,0,100001645
007521682,01,0.000,0,100001645
007522019,01,0.000,0,100001645
007522572,01,0.000,0,100001645
007522821,01,0.000,0,100001645
007522911,01,1.000,1,100001645
007523115,01,0.000,0,100001645
007523340,01,0.000,0,100001645
007524531,01,0.000,0,100001645
007529266,01,0.999,1,100001645
007529379,01,0.000,0,100001645
007530366,01,0.000,0,100001645
007531327,01,0.000,0,100001645
007531677,01,0.424,0,100001645
007532880,01,0.000,0,100001645
007532891,01,0.000,0,100001645
007532973,01,0.041,0,100001645
007533340,01,0.000,0,100001645
007533425,01,0.000,0,100001645
007533694,01,0.000,0,100001645
007533872,01,0.000,0,100001645
007534011,01,0.000,0,100001645
007534267,01,0.997,1,100001645
007537945,01,0.000,0,100001645
007537953,01,0.000,0,100001645
007538124,01,0.000,0,100001645
007538176,01,0.000,0,100001645
007538307,01,0.000,0,100001645
007538434,01,0.000,0,100001645
007538450,01,0.000,0,100001645
007538622,01,0.000,0,100001645
007538818,01,0.000,0,100001645
007538839,01,0.000,0,100001645
007538950,01,0.000,0,100001645
007539217,01,0.000,0,100001645
007539263,01,0.000,0,100001645
007540755,01,0.000,0,100001645
007540965,01,0.000,0,100001645
007541502,01,0.000,0,100001645
007541659,01,0.000,0,100001645
007541746,01,0.000,0,100001645
007542369,01,0.000,0,100001645
007542813,01,0.982,1,100001645
007543167,01,0.000,0,100001645
007543649,01,0.000,0,100001645
007545719,01,0.000,0,100001645
007547306,01,0.000,0,100001645
007547573,01,0.000,0,100001645
007547925,01,0.000,0,100001645
007547969,01,0.000,0,100001645
007548035,01,0.000,0,100001645
007548061,01,0.000,0,100001645
007548259,01,0.000,0,100001645
007548479,01,0.000,0,100001645
007549209,01,1.000,1,100001645
007549389,01,0.000,0,100001645
007549852,01,0.000,0,100001645
007551589,01,0.000,0,100001645
007551637,01,0.000,0,100001645
007551695,01,0.000,0,100001645
007551993,01,0.000,0,100001645
007552265,01,0.000,0,100001645
007552344,01,0.000,0,100001645
007552701,01,0.000,0,100001645
007553235,01,0.000,0,100001645
007553237,01,0.000,0,100001645
007581697,01,0.000,0,100001645
007582602,01,0.000,0,100001645
007582608,01,0.000,0,100001645
007582689,01,0.983,1,100001645
007582691,01,1.000,1,100001645
007583208,01,0.000,0,100001645
007583299,01,0.000,0,100001645
007583437,01,0.000,0,100001645
007583650,01,0.999,1,100001645
007583939,01,0.000,0,100001645
007584650,01,0.910,1,100001645
007584755,01,0.000,0,100001645
007584778,01,0.000,0,100001645
007585445,01,0.000,0,100001645
007585481,01,1.000,1,100001645
007590723,01,0.000,0,100001645
007590964,01,0.000,0,100001645
007591386,01,0.000,0,100001645
007592038,01,0.000,0,100001645
007592133,01,0.000,0,100001645
007592922,01,0.952,1,100001645
007592990,01,0.000,0,100001645
007593110,01,0.004,0,100001645
007594098,01,0.032,0,100001645
007594431,01,0.000,0,100001645
007595157,01,1.000,1,100001645
007595211,01,0.000,0,100001645
007595579,01,0.000,0,100001645
007595928,01,0.000,0,100001645
007596186,01,0.000,0,100001645
007596224,01,0.000,0,100001645
007596240,01,1.000,1,100001645
007596250,01,0.000,0,100001645
007596741,01,0.000,0,100001645
007597005,01,0.000,0,100001645
007597150,01,0.000,0,100001645
007597197,01,0.000,0,100001645
007597641,01,0.000,0,100001645
007597703,01,0.000,0,100001645
007597771,01,0.000,0,100001645
007598128,01,0.000,0,100001645
007598492,01,0.000,0,100001645
007598693,01,0.000,0,100001645
007598831,01,0.000,0,100001645
007599004,01,0.000,0,100001645
007599132,01,0.000,0,100001645
007599171,01,0.000,0,100001645
007601633,01,0.000,0,100001645
007601665,01,0.999,1,100001645
007601917,01,0.000,0,100001645
007601918,01,0.000,0,100001645
007602070,01,0.000,0,100001645
007602309,01,0.000,0,100001645
007602351,01,0.786,1,100001645
007602453,01,0.000,0,100001645
007603200,01,1.000,1,100001645
007604266,01,0.000,0,100001645
007604328,01,1.000,1,100001645
007604425,01,0.000,0,100001645
007604944,01,0.000,0,100001645
007605093,01,1.000,1,100001645
007605152,01,0.000,0,100001645
007605187,01,0.000,0,100001645
007605527,01,0.000,0,100001645
007605600,01,0.000,0,100001645
007609350,01,0.000,0,100001645
007609553,01,0.999,1,100001645
007609674,01,0.951,1,100001645
007609886,01,0.000,0,100001645
007610663,01,0.987,1,100001645
007612691,01,0.000,0,100001645
007613246,01,0.000,0,100001645
007613620,01,0.800,1,100001645
007613626,01,0.000,0,100001645
007613898,01,0.016,0,100001645
007617352,01,0.000,0,100001645
007617709,01,0.000,0,100001645
007617977,01,0.000,0,100001645
007618003,01,0.000,0,100001645
007618364,01,0.000,0,100001645
007618435,01,0.000,0,100001645
007618540,01,0.000,0,100001645
007618641,01,0.000,0,100001645
007618645,01,0.000,0,100001645
007618650,01,0.000,0,100001645
007619131,01,0.000,0,100001645
007619403,01,0.000,0,100001645
007620108,01,0.000,0,100001645
007620413,01,0.999,1,100001645
007620435,01,0.000,0,100001645
007620537,01,0.000,0,100001645
007620654,01,0.000,0,100001645
007620660,01,0.000,0,100001645
007620801,01,0.000,0,100001645
007620844,01,0.000,0,100001645
007621172,01,0.000,0,100001645
007621759,01,0.000,0,100001645
007621793,01,0.000,0,100001645
007622059,01,0.000,0,100001645
007622072,01,0.000,0,100001645
007622473,01,0.000,0,100001645
007622486,01,0.000,0,100001645
007624297,01,0.000,0,100001645
007624629,01,0.000,0,100001645
007624741,01,0.000,0,100001645
007624753,01,0.000,0,100001645
007626370,01,1.000,1,100001645
007626498,01,0.000,0,100001645
007626506,01,1.000,1,100001645
007627570,01,0.000,0,100001645
007628336,01,0.000,0,100001645
007628549,01,0.000,0,100001645
007629287,01,0.000,0,100001645
007629518,01,0.999,1,100001645
007630229,01,1.000,1,100001645
007630232,01,0.000,0,100001645
007630354,01,0.000,0,100001645
007630417,01,0.000,0,100001645
007630658,01,0.000,0,100001645
007630743,01,0.000,0,100001645
007631194,01,0.000,0,100001645
007657926,01,0.000,0,100001645
007657969,01,0.000,0,100001645
007658229,01,0.000,0,100001645
007658420,01,0.000,0,100001645
007658578,01,0.000,0,100001645
007658882,01,0.000,0,100001645
007659389,01,1.000,1,100001645
007660542,01,0.000,0,100001645
007661065,01,1.000,1,100001645
007661222,01,0.000,0,100001645
007661409,01,0.000,0,100001645
007661500,01,0.000,0,100001645
007661893,01,0.992,1,100001645
007661935,01,0.000,0,100001645
007661958,01,0.000,0,100001645
007662076,01,0.000,0,100001645
007662502,01,0.492,1,100001645
007662744,01,0.004,0,100001645
007663109,01,0.000,0,100001645
007663357,01,0.000,0,100001645
007663405,01,1.000,1,100001645
007663691,01,1.000,1,100001645
007663830,01,0.000,0,100001645
007664272,01,0.146,0,100001645
007664421,01,0.003,0,100001645
007664485,01,0.000,0,100001645
007664562,01,0.000,0,100001645
007667560,01,0.000,0,100001645
007667596,01,0.006,0,100001645
007668416,01,1.000,1,100001645
007668608,01,0.000,0,100001645
007668648,01,0.000,0,100001645
007668658,01,0.000,0,100001645
007668663,01,1.000,1,100001645
007668779,01,0.000,0,100001645
007668791,01,0.000,0,100001645
007668857,01,0.000,0,100001645
007668911,01,0.000,0,100001645
007670485,01,0.000,0,100001645
007670496,01,0.000,0,100001645
007670617,01,0.000,0,100001645
007670700,01,0.000,0,100001645
007670943,01,1.000,1,100001645
007671081,01,0.000,0,100001645
007671833,01,0.000,0,100001645
007671950,01,0.939,1,100001645
007672068,01,0.000,0,100001645
007672097,01,0.996,1,100001645
007672215,01,0.903,1,100001645
007672492,01,0.000,0,100001645
007672940,01,0.000,0,100001645
007673192,01,0.980,1,100001645
007673841,01,0.989,1,100001645
007674050,01,0.000,0,100001645
007674265,01,0.000,0,100001645
007676423,01,1.000,1,100001645
007676676,01,0.000,0,100001645
007676846,01,0.000,0,100001645
007677005,01,0.000,0,100001645
007677306,01,0.000,0,100001645
007677313,01,0.000,0,100001645
007677823,01,0.000,0,100001645
007678099,01,0.000,0,100001645
007678385,01,0.000,0,100001645
007678434,01,1.000,1,100001645
007679090,01,0.000,0,100001645
007679812,01,0.974,1,100001645
007679979,01,0.000,0,100001645
007681230,01,0.000,0,100001645
007684476,01,0.000,0,100001645
007684873,01,0.000,0,100001645
007685010,01,0.000,0,100001645
007685307,01,0.000,0,100001645
007685408,01,0.000,0,100001645
007685693,01,0.000,0,100001645
007685906,01,0.000,0,100001645
007685981,01,1.000,1,100001645
007686047,01,0.000,0,100001645
007686064,01,0.000,0,100001645
007686267,01,0.000,0,100001645
007686367,01,0.000,0,100001645
007686445,01,0.000,0,100001645
007686895,01,0.000,0,100001645
007687231,01,0.000,0,100001645
007687325,01,0.000,0,100001645
007688090,01,0.000,0,100001645
007690521,01,0.247,0,100001645
007690604,01,0.000,0,100001645
007690844,01,1.000,1,100001645
007690855,01,0.000,0,100001645
007691027,01,0.000,0,100001645
007691260,01,1.000,1,100001645
007691527,01,0.000,0,100001645
007691985,01,0.000,0,100001645
007692093,01,0.971,1,100001645
007692405,01,0.000,0,100001645
007692454,01,0.000,0,100001645
007692575,01,0.001,0,100001645
007692619,01,0.000,0,100001645
007692736,01,0.000,0,100001645
007692760,01,0.000,0,100001645
007692932,01,0.000,0,100001645
007692957,01,0.000,0,100001645
007693494,01,0.000,0,100001645
007693721,01,0.000,0,100001645
007693796,01,0.000,0,100001645
007694116,01,0.000,0,100001645
007694191,01,0.000,0,100001645
007694417,01,0.000,0,100001645
007694615,01,0.000,0,100001645
007694634,01,0.000,0,100001645
007695087,01,0.000,0,100001645
007695093,01,0.000,0,100001645
007695398,01,0.000,0,100001645
007696284,01,0.000,0,100001645
007696356,01,0.000,0,100001645
007697103,01,0.729,1,100001645
007697568,01,0.000,0,100001645
007697795,01,0.000,0,100001645
007698258,01,0.000,0,100001645
007698701,01,0.000,0,100001645
007698937,01,0.000,0,100001645
007699056,01,0.000,0,100001645
007699298,01,0.000,0,100001645
007699331,01,0.000,0,100001645
007699478,01,0.000,0,100001645
007700033,01,0.000,0,100001645
007700500,01,0.909,1,100001645
007700561,01,0.000,0,100001645
007700578,01,0.000,0,100001645
007700590,01,0.000,0,100001645
007700622,01,1.000,1,100001645
007700871,01,0.000,0,100001645
007700880,01,0.000,0,100001645
007700894,01,0.000,0,100001645
007700963,01,0.000,0,100001645
007701204,01,0.000,0,100001645
007701667,01,0.000,0,100001645
007702705,01,0.000,0,100001645
007703305,01,0.000,0,100001645
007703785,01,0.000,0,100001645
007703882,01,1.000,1,100001645
007703910,01,0.000,0,100001645
007703955,01,0.998,1,100001645
007704028,01,0.000,0,100001645
007707736,01,0.000,0,100001645
007707742,01,0.000,0,100001645
007708193,01,0.000,0,100001645
007708215,01,0.000,0,100001645
007708315,01,0.000,0,100001645
007708418,01,0.000,0,100001645
007708984,01,0.000,0,100001645
007729156,01,0.000,0,100001645
007730747,01,1.000,1,100001645
007731025,01,0.000,0,100001645
007731281,01,0.000,0,100001645
007732163,01,0.013,0,100001645
007732285,01,0.001,0,100001645
007732458,01,0.000,0,100001645
007732556,01,0.000,0,100001645
007732791,01,0.000,0,100001645
007732964,01,0.000,0,100001645
007733685,01,0.000,0,100001645
007733731,01,0.999,1,100001645
007734207,01,0.000,0,100001645
007738436,01,0.000,0,100001645
007739172,01,0.000,0,100001645
007739728,01,0.000,0,100001645
007740188,01,0.000,0,100001645
007740289,01,0.000,0,100001645
007741048,01,0.001,0,100001645
007741615,01,0.000,0,100001645
007741837,01,0.000,0,100001645
007741987,01,0.000,0,100001645
007742097,01,0.000,0,100001645
007742408,01,0.998,1,100001645
007742534,01,0.000,0,100001645
007743464,01,0.000,0,100001645
007743830,01,0.000,0,100001645
007744634,01,0.000,0,100001645
007746939,01,0.000,0,100001645
007746958,01,1.000,1,100001645
007747091,01,0.997,1,100001645
007747103,01,0.181,1,100001645
007747425,01,0.997,1,100001645
007747457,01,0.997,1,100001645
007747835,01,0.000,0,100001645
007748044,01,0.000,0,100001645
007748220,01,0.000,0,100001645
007748234,01,0.000,0,100001645
007748238,01,0.000,0,100001645
007748487,01,0.997,1,100001645
007749002,01,0.868,1,100001645
007749318,01,0.000,0,100001645
007749552,01,0.000,0,100001645
007749773,01,1.000,1,100001645
007749890,01,0.000,0,100001645
007750216,01,0.000,0,100001645
007750294,01,0.000,0,100001645
007750419,01,1.000,1,100001645
007750740,01,0.000,0,100001645
007751080,01,0.000,0,100001645
007751220,01,0.000,0,100001645
007751259,01,0.000,0,100001645
007751294,01,0.114,0,100001645
007751473,01,0.000,0,100001645
007751542,01,0.000,0,100001645
007751562,01,0.000,0,100001645
007751571,01,0.000,0,100001645
007751906,01,0.000,0,100001645
007755636,01,1.000,1,100001645
007755932,01,0.000,0,100001645
007756816,01,0.000,0,100001645
007757483,01,0.000,0,100001645
007757698,01,0.207,0,100001645
007757897,01,0.000,0,100001645
007758029,01,0.000,0,100001645
007758181,01,0.000,0,100001645
007760869,01,0.000,0,100001645
007761545,01,0.936,1,100001645
007761690,01,0.000,0,100001645
007761855,01,0.000,0,100001645
007761918,01,0.972,1,100001645
007762654,01,0.000,0,100001645
007762723,01,1.000,1,100001645
007762886,01,0.000,0,100001645
007763269,01,0.000,0,100001645
007763509,01,0.000,0,100001645
007764267,01,0.000,0,100001645
007764367,01,1.000,1,100001645
007764465,01,0.000,0,100001645
007764546,01,0.000,0,100001645
007764561,01,0.000,0,100001645
007764677,01,0.000,0,100001645
007764743,01,0.000,0,100001645
007765006,01,0.000,0,100001645
007765236,01,0.000,0,100001645
007765374,01,0.000,0,100001645
007765528,01,1.000,1,100001645
007765544,01,0.000,0,100001645
007765585,01,0.000,0,100001645
007765677,01,0.000,0,100001645
007765684,01,0.000,0,100001645
007765743,01,0.000,0,100001645
007765762,01,0.000,0,100001645
007766017,01,0.000,0,100001645
007766113,01,0.000,0,100001645
007766199,01,0.000,0,100001645
007766209,01,0.000,0,100001645
007766241,01,0.000,0,100001645
007767162,01,1.000,1,100001645
007767367,01,0.000,0,100001645
007767426,01,0.000,0,100001645
007767559,01,0.228,0,100001645
007767733,01,0.000,0,100001645
007768451,01,0.990,1,100001645
007768952,01,0.000,0,100001645
007769072,01,0.000,0,100001645
007769815,01,0.000,0,100001645
007769819,01,1.000,1,100001645
007770256,01,0.000,0,100001645
007770282,01,0.000,0,100001645
007770450,01,0.000,0,100001645
007770471,01,0.000,0,100001645
007770569,01,0.000,0,100001645
007770901,01,0.990,1,100001645
007771149,01,0.000,0,100001645
007771181,01,0.944,1,100001645
007771991,01,0.000,0,100001645
007772803,01,0.000,0,100001645
007772914,01,0.999,1,100001645
007772919,01,0.000,0,100001645
007773041,01,0.000,0,100001645
007773133,01,0.000,0,100001645
007773179,01,0.000,0,100001645
007773209,01,0.000,0,100001645
007777365,01,0.000,0,100001645
007777372,01,0.000,0,100001645
007777397,01,0.000,0,100001645
007777416,01,0.000,0,100001645
007777435,01,0.000,0,100001645
007777471,01,0.000,0,100001645
007777522,01,0.000,0,100001645
007777818,01,1.000,1,100001645
007778427,01,0.898,1,100001645
007778437,01,1.000,1,100001645
007778621,01,1.000,1,100001645
007778664,01,0.921,1,100001645
007778767,01,0.998,1,100001645
007778826,01,0.000,0,100001645
007778838,01,0.000,0,100001645
007778980,01,0.000,0,100001645
007779077,01,1.000,1,100001645
007779411,01,0.000,0,100001645
007779942,01,0.000,0,100001645
007798259,01,0.000,0,100001645
007798339,01,0.000,0,100001645
007798670,01,0.000,0,100001645
007798924,01,0.000,0,100001645
007799540,01,0.000,0,100001645
007799701,01,0.000,0,100001645
007800087,01,0.000,0,100001645
007800227,01,0.000,0,100001645
007800285,01,0.000,0,100001645
007800750,01,0.000,0,100001645
007801070,01,0.974,1,100001645
007802136,01,0.000,0,100001645
007802461,01,0.000,0,100001645
007802719,01,1.000,1,100001645
007802933,01,0.000,0,100001645
007808587,01,1.000,1,100001645
007809755,01,0.000,0,100001645
007810483,01,0.994,1,100001645
007810798,01,0.000,0,100001645
007811397,01,0.922,1,100001645
007811537,01,0.312,0,100001645
007812167,01,0.000,0,100001645
007812175,01,0.000,0,100001645
007812179,01,0.000,0,100001645
007812283,01,0.000,0,100001645
007812455,01,0.000,0,100001645
007812594,01,0.000,0,100001645
007812893,01,0.409,0,100001645
007812990,01,0.000,0,100001645
007813039,01,0.000,0,100001645
007815609,01,0.000,0,100001645
007815744,01,0.997,1,100001645
007815931,01,0.000,0,100001645
007816065,01,0.000,0,100001645
007816072,01,0.000,0,100001645
007816137,01,0.000,0,100001645
007816316,01,0.000,0,100001645
007816334,01,0.000,0,100001645
007816473,01,0.000,0,100001645
007816665,01,0.000,0,100001645
007816680,01,0.000,0,100001645
007816935,01,0.954,1,100001645
007816977,01,0.000,0,100001645
007816992,01,0.000,0,100001645
007816999,01,0.000,0,100001645
007818447,01,0.000,0,100001645
007818452,01,0.000,0,100001645
007818940,01,0.000,0,100001645
007819024,01,0.000,0,100001645
007819674,01,0.001,0,100001645
007819833,01,0.000,0,100001645
007819878,01,0.000,0,100001645
007819927,01,0.000,0,100001645
007820035,01,0.000,0,100001645
007820535,01,0.000,0,100001645
007820967,01,0.000,0,100001645
007820985,01,0.000,0,100001645
007821010,01,0.000,0,100001645
007821689,01,0.000,0,100001645
007825680,01,0.000,0,100001645
007825899,01,1.000,1,100001645
007826620,01,0.996,1,100001645
007826659,01,1.000,1,100001645
007827095,01,0.000,0,100001645
007829623,01,0.000,0,100001645
007829836,01,0.562,1,100001645
007830192,01,0.000,0,100001645
007830321,01,0.000,0,100001645
007830341,01,0.000,0,100001645
007830351,01,0.000,0,100001645
007830385,01,0.000,0,100001645
007830503,01,0.000,0,100001645
007830609,01,0.000,0,100001645
